order_id,shopify_order_number,order_date,fulfillment_status,payment_method,currency,customer_id,customer_name,customer_email,customer_phone,customer_country,shipping_address_line1,shipping_city,shipping_state,shipping_zip,shipping_country,product_id,product_title,product_category,sku,variant,quantity,unit_price,subtotal,discount,tax,shipping_cost,total
SHP-63540-6447,#63540,2025-06-02T12:07:00Z,partially_fulfilled,credit_card,USD,CUST-000793,Jeremy Mann,christopherdominguez@example.org,818-647-2426x423,Chad,4761 Turner Mission,Wrightmouth,Kentucky,86832,Chad,PROD-00096,Limited Backpack,Books,SKU-00096-780,Blue,1,13.04,13.04,3.91,0.91,0,10.04
SHP-63541-3986,#63541,2025-08-27T08:12:03Z,partially_fulfilled,credit_card,USD,CUST-000722,Jeffrey Fuller,smithmadison@example.com,001-664-796-7379,North Macedonia,31697 Jennifer Summit Apt. 675,Sophiabury,ME,30804,North Macedonia,PROD-00140,Essential Vacuum,Apparel,SKU-00140-970,Large,1,323.18,323.18,0,67.87,9.99,401.04
SHP-63542-6170,#63542,2025-05-26T11:23:22Z,unfulfilled,bank_transfer,USD,CUST-001467,Kara Torres,david82@example.net,001-212-869-9452,Gambia,045 Jodi Skyway Apt. 528,Grantbury,New Jersey,26470,Gambia,PROD-00199,Eco Gaming Mouse,Pets,SKU-00199-833,Red,4,23.31,93.24,4.66,8.86,0,97.44
SHP-63543-1783,#63543,2024-12-18T09:52:11Z,unfulfilled,apple_pay,USD,CUST-000816,Timothy Holloway,jasoncook@example.net,001-684-986-8999x3607,Aruba,30734 Wright Villages,North Henry,NE,41162,Aruba,PROD-00209,Limited Blender,Toys,SKU-00209-607,Standard,1,130.39,130.39,0,15.65,5.99,152.03
SHP-63544-4060,#63544,2024-10-25T21:13:25Z,pending,cash_on_delivery,USD,CUST-000255,Jeff Fisher,dbolton@example.net,9514204618,Congo,47409 Lee Viaduct,Moorebury,MI,06375,Congo,PROD-00205,Pro Gaming Mouse,Home & Kitchen,SKU-00205-453,Blue,1,445.3,445.3,0,80.15,5.99,531.44
SHP-63545-8055,#63545,2025-01-15T04:18:06Z,partially_fulfilled,bank_transfer,USD,CUST-001019,Austin Martinez,wdean@example.net,(586)720-9297,Brunei Darussalam,0232 Davis Burgs,Ericksonstad,Massachusetts,70535,Brunei Darussalam,PROD-00095,Premium Sunglasses,Sports,SKU-00095-101,XL,4,262.04,1048.16,314.45,132.07,0,865.78
SHP-63546-8272,#63546,2025-07-29T10:55:34Z,unfulfilled,google_pay,USD,CUST-000602,Lisa Navarro,russellramirez@example.net,315-542-1447x73244,Papua New Guinea,404 Edwin Rue,Staceyfurt,California,10815,Papua New Guinea,PROD-00083,Mini Sunglasses,Books,SKU-00083-735,Small,1,167.32,167.32,16.73,27.11,3.99,181.69
SHP-63547-7655,#63547,2025-04-23T13:25:29Z,unfulfilled,bank_transfer,USD,CUST-000087,Kathryn Berry,raymond43@example.org,9275868144,New Zealand,5125 William Via,South Kelliland,PR,33199,New Zealand,PROD-00187,Pro Notebook,Apparel,SKU-00187-518,Blue,3,179.52,538.56,80.78,0,0,457.78
SHP-63548-3068,#63548,2025-07-15T23:38:52Z,fulfilled,paypal,USD,CUST-001392,Lawrence Moore,hkennedy@example.com,5896432698,French Southern Territories,53494 Christina Well Suite 157,Michaelville,Nevada,30728,French Southern Territories,PROD-00041,Smart Face Cream,Apparel,SKU-00041-165,Blue,4,75.68,302.72,0,63.57,0,366.29
SHP-63549-7095,#63549,2024-11-21T05:45:18Z,pending,credit_card,USD,CUST-001322,Charles Taylor,justin17@example.net,+1-699-548-8566,Azerbaijan,6306 Julie Dale,Lake Elizabethside,Virginia,57199,Azerbaijan,PROD-00094,Ultra Coffee Maker,Toys,SKU-00094-494,XL,1,474.99,474.99,0,99.75,5.99,580.73
SHP-63550-4048,#63550,2024-12-14T12:22:14Z,pending,bank_transfer,USD,CUST-001176,Jacqueline Garcia,jesse62@example.com,875-328-6461x209,Kiribati,07615 Keith Centers,Catherinefurt,Texas,85977,Kiribati,PROD-00036,Classic Backpack,Grocery,SKU-00036-849,White,1,202.03,202.03,50.51,7.58,0,159.1
SHP-63551-5678,#63551,2025-02-19T03:46:28Z,pending,paypal,USD,CUST-000793,Jeremy Mann,christopherdominguez@example.org,818-647-2426x423,Chad,1433 Johnson Parkways Apt. 901,North Sabrinachester,PR,07061,Chad,PROD-00234,Ultra Notebook,Electronics,SKU-00234-849,Small,1,134.58,134.58,0,13.46,14.99,163.03
SHP-63552-6692,#63552,2025-06-13T06:36:42Z,fulfilled,bank_transfer,USD,CUST-000252,Karla Evans,myates@example.org,4858368663,Switzerland,8888 Amanda Fords,West Laurenfurt,MS,32361,Switzerland,PROD-00035,Portable Face Cream,Books,SKU-00035-159,XL,3,228.76,686.28,0,34.31,5.99,726.58
SHP-63553-9335,#63553,2025-04-09T08:56:06Z,partially_fulfilled,credit_card,USD,CUST-001111,Katherine Jones,zimmermantroy@example.net,001-941-693-2453x810,Bolivia,8785 Alison Spur,Sarahton,South Dakota,05112,Bolivia,PROD-00075,Comfort Sunglasses,Apparel,SKU-00075-949,Red,3,426.42,1279.26,0,89.55,5.99,1374.8
SHP-63554-3126,#63554,2025-05-18T01:16:58Z,fulfilled,credit_card,USD,CUST-000412,Kyle Chavez,kimberly79@example.org,001-828-777-7251x99663,Mauritius,6882 Mendoza Pine Apt. 072,Mooretown,TX,88157,Mauritius,PROD-00203,Limited Water Bottle,Sports,SKU-00203-906,Red,1,396.23,396.23,0,59.43,9.99,465.65
SHP-63555-2208,#63555,2025-08-29T06:37:18Z,partially_fulfilled,apple_pay,USD,CUST-000634,Kiara Scott,hgreen@example.net,+1-727-227-9559x69051,Cayman Islands,2373 Fisher Brook Suite 830,North Kayla,North Dakota,78936,Cayman Islands,PROD-00102,Limited Water Bottle,Beauty,SKU-00102-576,White,5,360.84,1804.2,0,324.76,14.99,2143.95
SHP-63556-8088,#63556,2025-04-20T00:04:34Z,fulfilled,credit_card,USD,CUST-001316,David Moon,adkinscharles@example.net,+1-603-442-1348x548,Bahamas,45498 Robert Common Suite 674,South Nicholashaven,New Hampshire,49335,Bahamas,PROD-00019,Wireless T-Shirt,Pets,SKU-00019-334,Standard,1,341.65,341.65,34.16,21.52,3.99,333
SHP-63557-5105,#63557,2024-10-13T19:19:52Z,partially_fulfilled,cash_on_delivery,USD,CUST-001062,Vanessa Brady,williamspaul@example.net,377.887.3585x66464,Saint Kitts and Nevis,1164 Jordan Keys Suite 634,Port Christopher,PW,82528,Saint Kitts and Nevis,PROD-00040,Comfort Notebook,Toys,SKU-00040-548,White,1,85.17,85.17,21.29,7.67,0,71.55
SHP-63558-3526,#63558,2025-05-16T05:19:54Z,partially_fulfilled,cash_on_delivery,USD,CUST-001129,Teresa Lopez,linda01@example.com,853.646.6075,Finland,200 Michael Village,Royborough,WI,62068,Finland,PROD-00071,Classic Blender,Pets,SKU-00071-370,Large,1,154.9,154.9,30.98,8.67,14.99,147.58
SHP-63559-1744,#63559,2025-06-02T15:03:00Z,unfulfilled,cash_on_delivery,USD,CUST-001279,David Davis,rwilliamson@example.net,584.344.0458,Belarus,03167 Rodriguez Tunnel Apt. 615,Amyberg,PR,14066,Belarus,PROD-00185,Premium Running Shoes,Grocery,SKU-00185-581,White,4,172.12,688.48,137.7,0,0,550.78
SHP-63560-8912,#63560,2024-11-10T06:04:34Z,partially_fulfilled,cash_on_delivery,USD,CUST-000432,Heather Mcdonald,melissa95@example.net,565-521-7073x0337,Liberia,54550 Wendy Hill,New Victoriaton,OK,65509,Liberia,PROD-00197,Mini Headphones,Sports,SKU-00197-665,Black,1,310.96,310.96,0,37.32,5.99,354.27
SHP-63561-4342,#63561,2025-02-12T09:08:32Z,unfulfilled,bank_transfer,USD,CUST-000832,Whitney Mcgee,suttondean@example.org,419-403-1061x537,Saint Kitts and Nevis,88724 Davis Forest Apt. 343,Port Emily,AK,76557,Saint Kitts and Nevis,PROD-00077,Portable Running Shoes,Pets,SKU-00077-859,White,1,345.86,345.86,0,72.63,9.99,428.48
SHP-63562-7070,#63562,2024-10-17T20:28:39Z,fulfilled,apple_pay,USD,CUST-000295,Christopher Wiley,shannon43@example.net,521-750-3178x0782,Uzbekistan,2949 Valerie Overpass,Danielshire,Massachusetts,36083,Uzbekistan,PROD-00081,Portable Notebook,Electronics,SKU-00081-915,Standard,3,163.06,489.18,146.75,61.64,3.99,408.06
SHP-63563-7850,#63563,2025-02-16T16:57:16Z,partially_fulfilled,paypal,USD,CUST-000496,Jessica Harmon,ganderson@example.org,(225)880-3056,Lesotho,89735 Alejandra Union Suite 225,South Kimberly,Arkansas,01048,Lesotho,PROD-00120,Limited Sunglasses,Apparel,SKU-00120-438,White,1,227.55,227.55,11.38,25.94,9.99,252.1
SHP-63564-6055,#63564,2024-11-18T09:55:01Z,pending,credit_card,USD,CUST-000671,Matthew Medina,hmclean@example.com,(515)362-2949,Kazakhstan,23405 Manning Mission,East Michaelstad,GU,34893,Kazakhstan,PROD-00240,Essential Board Game,Pets,SKU-00240-966,Blue,1,159.79,159.79,47.94,23.49,9.99,145.33
SHP-63565-1828,#63565,2024-10-26T04:23:25Z,unfulfilled,google_pay,USD,CUST-000185,Patricia Curry,mitchellpaul@example.org,001-233-933-4680,United States Minor Outlying Islands,051 Powell Cape,Port Hectorshire,NM,69602,United States Minor Outlying Islands,PROD-00242,Wireless Necklace,Health,SKU-00242-698,Black,1,231.33,231.33,11.57,32.96,0,252.72
SHP-63566-3194,#63566,2025-04-08T19:28:05Z,unfulfilled,cash_on_delivery,USD,CUST-001224,Todd Clark,leejessica@example.com,847-448-9047x6078,Singapore,9098 Marsh Mall Apt. 527,Carrside,Maryland,40206,Singapore,PROD-00226,Limited Necklace,Pets,SKU-00226-567,Red,3,337.9,1013.7,0,50.69,9.99,1074.38
SHP-63567-5728,#63567,2024-11-14T12:42:12Z,fulfilled,google_pay,USD,CUST-000750,Lee Giles,thill@example.net,742.492.5010x587,Germany,48248 Lee Cliffs,Port Steven,California,39849,Germany,PROD-00196,Premium Face Cream,Apparel,SKU-00196-826,Small,1,27.39,27.39,0,2.74,5.99,36.12
SHP-63568-2584,#63568,2025-01-30T19:10:56Z,pending,apple_pay,USD,CUST-001033,Nicholas Kaiser,smarsh@example.com,6008268764,Luxembourg,18026 Welch Valleys,West Kristinbury,Alabama,50732,Luxembourg,PROD-00116,Smart Necklace,Pets,SKU-00116-550,Large,2,143.46,286.92,0,14.35,3.99,305.26
